EntryID,ServiceType,SPStartDateTime,SPEndDateTime,WindowPrice,CreatedTime,PartyID,AssetID
68340,Non-BM Fast Reserve,2026-01-01T02:00:00,2026-01-01T02:30:00,99,2026-01-01T02:01:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68341,Non-BM Fast Reserve,2026-01-01T02:00:00,2026-01-01T02:30:00,100,2026-01-01T02:01:00,HABITAT ENERGY LIMITED,OFR-HAB-3
68342,Non-BM Fast Reserve,2026-01-01T02:00:00,2026-01-01T02:30:00,99,2026-01-01T02:01:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68343,Non-BM Fast Reserve,2026-01-01T02:00:00,2026-01-01T02:30:00,100,2026-01-01T02:01:00,HABITAT ENERGY LIMITED,OFR-HAB-4
68347,Non-BM Fast Reserve,2026-01-01T02:00:00,2026-01-01T02:30:00,87.86,2026-01-01T02:01:00,ENWL,OFR-ENWL-1
68339,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,99,2026-01-01T02:31:00,HABITAT ENERGY LIMITED,OFR-HAB-1
68340,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,99,2026-01-01T02:31:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68341,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,100,2026-01-01T02:31:00,HABITAT ENERGY LIMITED,OFR-HAB-3
68342,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,99,2026-01-01T02:31:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68343,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,100,2026-01-01T02:31:00,HABITAT ENERGY LIMITED,OFR-HAB-4
68347,Non-BM Fast Reserve,2026-01-01T02:30:00,2026-01-01T03:00:00,92,2026-01-01T02:34:10,ENWL,OFR-ENWL-1
68339,Non-BM Fast Reserve,2026-01-01T03:00:00,2026-01-01T03:30:00,99,2026-01-01T03:18:41,HABITAT ENERGY LIMITED,OFR-HAB-1
68340,Non-BM Fast Reserve,2026-01-01T03:00:00,2026-01-01T03:30:00,99,2026-01-01T03:18:41,HABITAT ENERGY LIMITED,OFR-HAB-7
68341,Non-BM Fast Reserve,2026-01-01T03:00:00,2026-01-01T03:30:00,100,2026-01-01T03:18:41,HABITAT ENERGY LIMITED,OFR-HAB-3
68342,Non-BM Fast Reserve,2026-01-01T03:00:00,2026-01-01T03:30:00,99,2026-01-01T03:18:41,HABITAT ENERGY LIMITED,OFR-HAB-6
68343,Non-BM Fast Reserve,2026-01-01T03:00:00,2026-01-01T03:30:00,100,2026-01-01T03:18:41,HABITAT ENERGY LIMITED,OFR-HAB-4
68349,Non-BM Fast Reserve,2026-01-01T07:30:00,2026-01-01T08:00:00,91,2026-01-01T07:50:50,HABITAT ENERGY LIMITED,OFR-HAB-6
68350,Non-BM Fast Reserve,2026-01-01T07:30:00,2026-01-01T08:00:00,91,2026-01-01T07:59:20,HABITAT ENERGY LIMITED,OFR-HAB-7
68351,Non-BM Fast Reserve,2026-01-01T07:30:00,2026-01-01T08:00:00,91,2026-01-01T07:58:51,HABITAT ENERGY LIMITED,OFR-HAB-1
68349,Non-BM Fast Reserve,2026-01-01T08:00:00,2026-01-01T08:30:00,91,2026-01-01T08:05:50,HABITAT ENERGY LIMITED,OFR-HAB-6
68352,Non-BM Fast Reserve,2026-01-01T08:30:00,2026-01-01T09:00:00,91,2026-01-01T08:48:51,HABITAT ENERGY LIMITED,OFR-HAB-7
68353,Non-BM Fast Reserve,2026-01-01T08:30:00,2026-01-01T09:00:00,91,2026-01-01T08:48:51,HABITAT ENERGY LIMITED,OFR-HAB-6
68354,Non-BM Fast Reserve,2026-01-01T08:30:00,2026-01-01T09:00:00,91,2026-01-01T08:51:51,HABITAT ENERGY LIMITED,OFR-HAB-1
68352,Non-BM Fast Reserve,2026-01-01T09:00:00,2026-01-01T09:30:00,91,2026-01-01T09:01:51,HABITAT ENERGY LIMITED,OFR-HAB-7
68353,Non-BM Fast Reserve,2026-01-01T09:00:00,2026-01-01T09:30:00,91,2026-01-01T09:01:51,HABITAT ENERGY LIMITED,OFR-HAB-6
68354,Non-BM Fast Reserve,2026-01-01T09:00:00,2026-01-01T09:30:00,91,2026-01-01T09:01:51,HABITAT ENERGY LIMITED,OFR-HAB-1
68355,Non-BM Fast Reserve,2026-01-01T09:30:00,2026-01-01T10:00:00,91,2026-01-01T09:47:23,HABITAT ENERGY LIMITED,OFR-HAB-6
68356,Non-BM Fast Reserve,2026-01-01T09:30:00,2026-01-01T10:00:00,91,2026-01-01T09:47:23,HABITAT ENERGY LIMITED,OFR-HAB-7
68357,Non-BM Fast Reserve,2026-01-01T09:30:00,2026-01-01T10:00:00,91,2026-01-01T09:50:52,HABITAT ENERGY LIMITED,OFR-HAB-1
68355,Non-BM Fast Reserve,2026-01-01T10:00:00,2026-01-01T10:30:00,91,2026-01-01T10:04:23,HABITAT ENERGY LIMITED,OFR-HAB-6
68356,Non-BM Fast Reserve,2026-01-01T10:00:00,2026-01-01T10:30:00,91,2026-01-01T10:04:23,HABITAT ENERGY LIMITED,OFR-HAB-7
68357,Non-BM Fast Reserve,2026-01-01T10:00:00,2026-01-01T10:30:00,91,2026-01-01T10:04:23,HABITAT ENERGY LIMITED,OFR-HAB-1
68358,Non-BM Fast Reserve,2026-01-01T10:30:00,2026-01-01T11:00:00,91,2026-01-01T10:48:54,HABITAT ENERGY LIMITED,OFR-HAB-6
68359,Non-BM Fast Reserve,2026-01-01T10:30:00,2026-01-01T11:00:00,91,2026-01-01T10:48:54,HABITAT ENERGY LIMITED,OFR-HAB-7
68360,Non-BM Fast Reserve,2026-01-01T10:30:00,2026-01-01T11:00:00,91,2026-01-01T10:50:24,HABITAT ENERGY LIMITED,OFR-HAB-1
68358,Non-BM Fast Reserve,2026-01-01T11:00:00,2026-01-01T11:30:00,91,2026-01-01T11:26:54,HABITAT ENERGY LIMITED,OFR-HAB-6
68359,Non-BM Fast Reserve,2026-01-01T11:00:00,2026-01-01T11:30:00,91,2026-01-01T11:14:24,HABITAT ENERGY LIMITED,OFR-HAB-7
68360,Non-BM Fast Reserve,2026-01-01T11:00:00,2026-01-01T11:30:00,91,2026-01-01T11:12:54,HABITAT ENERGY LIMITED,OFR-HAB-1
68361,Non-BM Fast Reserve,2026-01-01T11:30:00,2026-01-01T12:00:00,91,2026-01-01T11:49:25,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T11:30:00,2026-01-01T12:00:00,91,2026-01-01T11:50:55,HABITAT ENERGY LIMITED,OFR-HAB-7
68363,Non-BM Fast Reserve,2026-01-01T11:30:00,2026-01-01T12:00:00,91,2026-01-01T11:51:25,HABITAT ENERGY LIMITED,OFR-HAB-1
68361,Non-BM Fast Reserve,2026-01-01T12:00:00,2026-01-01T12:30:00,91,2026-01-01T12:01:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T12:00:00,2026-01-01T12:30:00,91,2026-01-01T12:01:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68363,Non-BM Fast Reserve,2026-01-01T12:00:00,2026-01-01T12:30:00,91,2026-01-01T12:01:00,HABITAT ENERGY LIMITED,OFR-HAB-1
68361,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,91,2026-01-01T12:31:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,91,2026-01-01T12:31:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68363,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,91,2026-01-01T12:31:00,HABITAT ENERGY LIMITED,OFR-HAB-1
68364,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,93,2026-01-01T12:51:27,HABITAT ENERGY LIMITED,OFR-HAB-2
68365,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,92,2026-01-01T12:51:27,HABITAT ENERGY LIMITED,OFR-HAB-4
68366,Non-BM Fast Reserve,2026-01-01T12:30:00,2026-01-01T13:00:00,92,2026-01-01T12:51:27,HABITAT ENERGY LIMITED,OFR-HAB-3
68361,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,91,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,91,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68363,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,91,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-1
68364,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,93,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-2
68365,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,92,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-4
68366,Non-BM Fast Reserve,2026-01-01T13:00:00,2026-01-01T13:30:00,92,2026-01-01T13:01:00,HABITAT ENERGY LIMITED,OFR-HAB-3
68361,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,106,2026-01-01T13:31:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,106,2026-01-01T13:31:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68363,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,107,2026-01-01T13:56:59,HABITAT ENERGY LIMITED,OFR-HAB-1
68364,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,108,2026-01-01T13:55:59,HABITAT ENERGY LIMITED,OFR-HAB-2
68365,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,107,2026-01-01T13:31:00,HABITAT ENERGY LIMITED,OFR-HAB-4
68366,Non-BM Fast Reserve,2026-01-01T13:30:00,2026-01-01T14:00:00,107,2026-01-01T13:57:59,HABITAT ENERGY LIMITED,OFR-HAB-3
68361,Non-BM Fast Reserve,2026-01-01T14:00:00,2026-01-01T14:30:00,106,2026-01-01T14:01:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T14:00:00,2026-01-01T14:30:00,106,2026-01-01T14:01:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68365,Non-BM Fast Reserve,2026-01-01T14:00:00,2026-01-01T14:30:00,107,2026-01-01T14:24:59,HABITAT ENERGY LIMITED,OFR-HAB-4
68367,Non-BM Fast Reserve,2026-01-01T14:00:00,2026-01-01T14:30:00,107,2026-01-01T14:24:59,HABITAT ENERGY LIMITED,OFR-HAB-1
68368,Non-BM Fast Reserve,2026-01-01T14:00:00,2026-01-01T14:30:00,106,2026-01-01T14:24:59,UKPR,OFR-UKPR-6
68361,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,110,2026-01-01T14:31:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,110,2026-01-01T14:31:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68369,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,106,2026-01-01T14:43:30,UKPR,OFR-UKPR-6
68370,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,107,2026-01-01T14:43:30,UKPR,OFR-UKPR-3
68371,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,77.99,2026-01-01T14:43:30,ENWL,OFR-ENWL-1
68372,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,108,2026-01-01T14:43:30,UKPR,OFR-UKPR-5
68373,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,111,2026-01-01T14:47:30,HABITAT ENERGY LIMITED,OFR-HAB-4
68374,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,111,2026-01-01T14:47:30,HABITAT ENERGY LIMITED,OFR-HAB-1
68375,Non-BM Fast Reserve,2026-01-01T14:30:00,2026-01-01T15:00:00,108,2026-01-01T14:47:30,UKPR,OFR-UKPR-1
68361,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,115,2026-01-01T15:01:00,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,115,2026-01-01T15:01:00,HABITAT ENERGY LIMITED,OFR-HAB-7
68369,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,117.5,2026-01-01T15:29:25,UKPR,OFR-UKPR-6
68370,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,117,2026-01-01T15:01:00,UKPR,OFR-UKPR-3
68371,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,81.14,2026-01-01T15:01:00,ENWL,OFR-ENWL-1
68372,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,118,2026-01-01T15:21:00,UKPR,OFR-UKPR-5
68373,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,116,2026-01-01T15:01:00,HABITAT ENERGY LIMITED,OFR-HAB-4
68374,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,116,2026-01-01T15:01:00,HABITAT ENERGY LIMITED,OFR-HAB-1
68375,Non-BM Fast Reserve,2026-01-01T15:00:00,2026-01-01T15:30:00,121,2026-01-01T15:21:00,UKPR,OFR-UKPR-1
68361,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,106,2026-01-01T15:40:56,HABITAT ENERGY LIMITED,OFR-HAB-6
68362,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,106,2026-01-01T15:40:56,HABITAT ENERGY LIMITED,OFR-HAB-7
68370,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,117,2026-01-01T15:31:27,UKPR,OFR-UKPR-3
68371,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,103.23,2026-01-01T15:43:25,ENWL,OFR-ENWL-1
68373,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,107,2026-01-01T15:34:25,HABITAT ENERGY LIMITED,OFR-HAB-4
68374,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,107,2026-01-01T15:34:25,HABITAT ENERGY LIMITED,OFR-HAB-1
68376,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,107,2026-01-01T15:47:25,HABITAT ENERGY LIMITED,OFR-HAB-4
68377,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,108,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-2
68378,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,106,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-6
68379,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,107,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-1
68380,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,106,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-7
68381,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,107,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-3
68382,Non-BM Fast Reserve,2026-01-01T15:30:00,2026-01-01T16:00:00,109,2026-01-01T15:47:55,HABITAT ENERGY LIMITED,OFR-HAB-5
68377,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,108,2026-01-01T16:00:26,HABITAT ENERGY LIMITED,OFR-HAB-2
68379,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:00:26,HABITAT ENERGY LIMITED,OFR-HAB-1
68381,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:00:26,HABITAT ENERGY LIMITED,OFR-HAB-3
68382,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,109,2026-01-01T16:00:26,HABITAT ENERGY LIMITED,OFR-HAB-5
68376,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:03:26,HABITAT ENERGY LIMITED,OFR-HAB-4
68378,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,106,2026-01-01T16:03:26,HABITAT ENERGY LIMITED,OFR-HAB-6
68380,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,106,2026-01-01T16:03:26,HABITAT ENERGY LIMITED,OFR-HAB-7
68383,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,106,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-6
68384,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-3
68385,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,106,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-7
68386,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,109,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-5
68387,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-4
68388,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,99.84,2026-01-01T16:20:26,ENWL,OFR-ENWL-1
68389,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,107,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-1
68390,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,108,2026-01-01T16:20:26,HABITAT ENERGY LIMITED,OFR-HAB-2
68391,Non-BM Fast Reserve,2026-01-01T16:00:00,2026-01-01T16:30:00,117,2026-01-01T16:20:26,UKPR,OFR-UKPR-3
68383,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,106,2026-01-01T16:45:27,HABITAT ENERGY LIMITED,OFR-HAB-6
68384,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,107,2026-01-01T16:44:27,HABITAT ENERGY LIMITED,OFR-HAB-3
68385,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,106,2026-01-01T16:45:27,HABITAT ENERGY LIMITED,OFR-HAB-7
68386,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,109,2026-01-01T16:31:26,HABITAT ENERGY LIMITED,OFR-HAB-5
68387,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,107,2026-01-01T16:45:27,HABITAT ENERGY LIMITED,OFR-HAB-4
68388,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,99.68,2026-01-01T16:31:00,ENWL,OFR-ENWL-1
68389,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,107,2026-01-01T16:31:26,HABITAT ENERGY LIMITED,OFR-HAB-1
68390,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,108,2026-01-01T16:31:26,HABITAT ENERGY LIMITED,OFR-HAB-2
68391,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,117,2026-01-01T16:31:00,UKPR,OFR-UKPR-3
68392,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,121,2026-01-01T16:50:27,UKPR,OFR-UKPR-1
68393,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,107,2026-01-01T16:44:27,HABITAT ENERGY LIMITED,OFR-HAB-1
68394,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,117.5,2026-01-01T16:38:27,UKPR,OFR-UKPR-6
68395,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,109,2026-01-01T16:44:27,HABITAT ENERGY LIMITED,OFR-HAB-5
68396,Non-BM Fast Reserve,2026-01-01T16:30:00,2026-01-01T17:00:00,108,2026-01-01T16:44:27,HABITAT ENERGY LIMITED,OFR-HAB-2
68388,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,100.96,2026-01-01T17:20:28,ENWL,OFR-ENWL-1
68391,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,117,2026-01-01T17:01:00,UKPR,OFR-UKPR-3
68394,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,117.5,2026-01-01T17:01:00,UKPR,OFR-UKPR-6
68397,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,106,2026-01-01T17:21:58,HABITAT ENERGY LIMITED,OFR-HAB-7
68398,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,106,2026-01-01T17:21:58,HABITAT ENERGY LIMITED,OFR-HAB-6
68399,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,107,2026-01-01T17:21:58,HABITAT ENERGY LIMITED,OFR-HAB-1
68400,Non-BM Fast Reserve,2026-01-01T17:00:00,2026-01-01T17:30:00,107,2026-01-01T17:21:58,HABITAT ENERGY LIMITED,OFR-HAB-4
68391,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,117,2026-01-01T17:31:00,UKPR,OFR-UKPR-3
68394,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,117.5,2026-01-01T17:31:00,UKPR,OFR-UKPR-6
68397,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,106,2026-01-01T17:46:58,HABITAT ENERGY LIMITED,OFR-HAB-7
68398,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,106,2026-01-01T17:46:58,HABITAT ENERGY LIMITED,OFR-HAB-6
68399,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,107,2026-01-01T17:46:58,HABITAT ENERGY LIMITED,OFR-HAB-1
68400,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,107,2026-01-01T17:46:58,HABITAT ENERGY LIMITED,OFR-HAB-4
68401,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,107,2026-01-01T17:53:58,HABITAT ENERGY LIMITED,OFR-HAB-4
68402,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,106,2026-01-01T17:53:58,HABITAT ENERGY LIMITED,OFR-HAB-6
68403,Non-BM Fast Reserve,2026-01-01T17:30:00,2026-01-01T18:00:00,106,2026-01-01T17:53:58,HABITAT ENERGY LIMITED,OFR-HAB-7
68391,Non-BM Fast Reserve,2026-01-01T18:00:00,2026-01-01T18:30:00,117,2026-01-01T18:01:00,UKPR,OFR-UKPR-3
