ValueDate,Derived MVA,MVAr Inst,MW Inst,Volts Inst
2026-02-25T05:10:00+00:00,1.872,0.636,1.748,11.229
2026-02-25T05:15:00+00:00,1.81,0.625,1.695,11.268
2026-02-25T05:20:00+00:00,1.787,0.619,1.662,11.278
2026-02-25T05:25:00+00:00,1.779,0.615,1.653,11.267
2026-02-25T05:30:00+00:00,1.781,0.618,1.655,11.257
2026-02-25T05:35:00+00:00,1.793,0.606,1.675,11.247
2026-02-25T05:40:00+00:00,1.8,0.596,1.684,11.237
2026-02-25T05:45:00+00:00,1.764,0.606,1.64,11.227
2026-02-25T05:50:00+00:00,1.755,0.596,1.639,11.212
2026-02-25T05:55:00+00:00,1.773,0.605,1.655,11.193
2026-02-25T06:00:00+00:00,1.765,0.599,1.645,11.174
2026-02-25T06:05:00+00:00,1.738,0.597,1.617,11.197
2026-02-25T06:10:00+00:00,1.662,0.601,1.535,11.195
2026-02-25T06:15:00+00:00,1.658,0.596,1.539,11.204
2026-02-25T06:20:00+00:00,1.695,0.595,1.583,11.216
2026-02-25T06:25:00+00:00,1.677,0.589,1.564,11.229
2026-02-25T06:30:00+00:00,1.62,0.578,1.509,11.241
2026-02-25T06:35:00+00:00,1.505,0.572,1.387,11.255
2026-02-25T06:40:00+00:00,1.511,0.572,1.386,11.209
2026-02-25T06:45:00+00:00,1.549,0.571,1.43,11.195
2026-02-25T06:50:00+00:00,1.54,0.585,1.408,11.175
2026-02-25T06:55:00+00:00,1.497,0.578,1.369,11.158
2026-02-25T07:00:00+00:00,1.417,0.574,1.283,11.146
2026-02-25T07:05:00+00:00,1.395,0.551,1.269,11.133
2026-02-25T07:10:00+00:00,1.364,0.543,1.237,11.121
2026-02-25T07:15:00+00:00,1.323,0.54,1.191,11.108
2026-02-25T07:20:00+00:00,1.308,0.533,1.181,11.153
2026-02-25T07:25:00+00:00,1.273,0.555,1.135,11.155
2026-02-25T07:30:00+00:00,1.238,0.569,1.09,11.139
2026-02-25T07:35:00+00:00,1.203,0.586,1.035,11.123
2026-02-25T07:40:00+00:00,1.203,0.572,1.041,11.111
2026-02-25T07:45:00+00:00,1.237,0.56,1.094,11.115
2026-02-25T07:50:00+00:00,1.232,0.559,1.092,11.122
2026-02-25T07:55:00+00:00,1.224,0.566,1.074,11.128
2026-02-25T08:00:00+00:00,1.219,0.565,1.069,11.135
2026-02-25T08:05:00+00:00,1.172,0.541,1.031,11.141
2026-02-25T08:10:00+00:00,1.152,0.525,1.013,11.148
2026-02-25T08:15:00+00:00,1.154,0.529,1.015,11.154
2026-02-25T08:20:00+00:00,1.13,0.549,0.98,11.161
2026-02-25T08:25:00+00:00,1.151,0.548,1.006,11.167
2026-02-25T08:30:00+00:00,1.159,0.527,1.023,11.164
2026-02-25T08:35:00+00:00,1.191,0.515,1.059,11.127
2026-02-25T08:40:00+00:00,1.142,0.509,1.008,11.167
2026-02-25T08:45:00+00:00,1.098,0.503,0.962,11.251
2026-02-25T08:50:00+00:00,0.894,0.53,0.705,11.195
2026-02-25T08:55:00+00:00,0.889,0.53,0.698,11.19
2026-02-25T09:00:00+00:00,0.919,0.537,0.729,11.25
2026-02-25T09:05:00+00:00,0.925,0.547,0.731,11.247
2026-02-25T09:10:00+00:00,0.982,0.551,0.8,11.26
2026-02-25T09:15:00+00:00,0.939,0.548,0.75,11.289
2026-02-25T09:20:00+00:00,0.973,0.554,0.791,11.305
2026-02-25T09:25:00+00:00,1.013,0.553,0.841,11.322
2026-02-25T09:30:00+00:00,0.999,0.554,0.825,11.287
2026-02-25T09:35:00+00:00,0.971,0.532,0.801,11.198
2026-02-25T09:40:00+00:00,0.94,0.542,0.761,11.166
2026-02-25T09:45:00+00:00,0.932,0.537,0.751,11.168
2026-02-25T09:50:00+00:00,0.899,0.53,0.712,11.265
2026-02-25T09:55:00+00:00,0.92,0.544,0.729,11.298
2026-02-25T10:00:00+00:00,0.902,0.54,0.713,11.32
2026-02-25T10:05:00+00:00,0.935,0.528,0.755,11.274
2026-02-25T10:10:00+00:00,0.955,0.532,0.778,11.194
2026-02-25T10:15:00+00:00,0.984,0.54,0.804,11.204
2026-02-25T10:20:00+00:00,1.058,0.554,0.886,11.215
2026-02-25T10:25:00+00:00,1.111,0.553,0.953,11.226
2026-02-25T10:30:00+00:00,1.076,0.557,0.913,11.237
2026-02-25T10:35:00+00:00,1.051,0.549,0.879,11.178
2026-02-25T10:40:00+00:00,1.068,0.561,0.894,11.129
2026-02-25T10:45:00+00:00,1.148,0.561,0.987,11.112
2026-02-25T10:50:00+00:00,1.175,0.561,1.024,11.168
2026-02-25T10:55:00+00:00,1.197,0.546,1.056,11.191
2026-02-25T11:00:00+00:00,1.327,0.547,1.201,11.212
2026-02-25T11:05:00+00:00,1.228,0.535,1.094,11.199
2026-02-25T11:10:00+00:00,1.191,0.495,1.068,11.158
2026-02-25T11:15:00+00:00,1.144,0.524,1.005,11.101
2026-02-25T11:20:00+00:00,1.145,0.527,1.008,11.117
2026-02-25T11:25:00+00:00,1.253,0.527,1.126,11.119
2026-02-25T11:30:00+00:00,1.156,0.537,1.018,11.121
2026-02-25T11:35:00+00:00,1.14,0.532,1.0,11.123
2026-02-25T11:40:00+00:00,1.108,0.521,0.965,11.126
2026-02-25T11:45:00+00:00,1.096,0.531,0.945,11.128
2026-02-25T11:50:00+00:00,1.097,0.534,0.943,11.13
2026-02-25T11:55:00+00:00,1.099,0.535,0.946,11.132
2026-02-25T12:00:00+00:00,1.06,0.52,0.908,11.134
2026-02-25T12:05:00+00:00,0.991,0.507,0.838,11.136
2026-02-25T12:10:00+00:00,0.986,0.536,0.819,11.138
2026-02-25T12:15:00+00:00,1.004,0.533,0.84,11.14
2026-02-25T12:20:00+00:00,1.0,0.528,0.839,11.142
2026-02-25T12:25:00+00:00,0.99,0.535,0.821,11.144
2026-02-25T12:30:00+00:00,0.988,0.531,0.818,11.146
2026-02-25T12:35:00+00:00,0.973,0.53,0.802,11.148
2026-02-25T12:40:00+00:00,0.972,0.545,0.793,11.15
2026-02-25T12:45:00+00:00,0.989,0.551,0.807,11.152
2026-02-25T12:50:00+00:00,0.953,0.554,0.759,11.154
2026-02-25T12:55:00+00:00,0.975,0.555,0.786,11.156
2026-02-25T13:00:00+00:00,0.958,0.564,0.758,11.158
2026-02-25T13:05:00+00:00,0.985,0.562,0.789,11.16
2026-02-25T13:10:00+00:00,1.013,0.572,0.814,11.162
2026-02-25T13:15:00+00:00,1.032,0.577,0.834,11.164
2026-02-25T13:20:00+00:00,1.015,0.561,0.828,11.166
2026-02-25T13:25:00+00:00,1.056,0.564,0.872,11.168
2026-02-25T13:30:00+00:00,1.025,0.54,0.856,11.17
2026-02-25T13:35:00+00:00,1.035,0.527,0.875,11.172
2026-02-25T13:40:00+00:00,1.023,0.521,0.863,11.174
2026-02-25T13:45:00+00:00,1.079,0.522,0.932,11.176
2026-02-25T13:50:00+00:00,1.146,0.528,1.007,11.178
2026-02-25T13:55:00+00:00,1.17,0.523,1.034,11.179
2026-02-25T14:00:00+00:00,1.07,0.529,0.912,11.16
2026-02-25T14:05:00+00:00,1.004,0.509,0.844,11.133
2026-02-25T14:10:00+00:00,0.975,0.475,0.837,11.131
2026-02-25T14:15:00+00:00,0.996,0.48,0.858,11.141
2026-02-25T14:20:00+00:00,1.025,0.5,0.875,11.151
2026-02-25T14:25:00+00:00,1.023,0.501,0.876,11.16
2026-02-25T14:30:00+00:00,1.087,0.526,0.932,11.17
2026-02-25T14:35:00+00:00,1.138,0.527,0.993,11.18
2026-02-25T14:40:00+00:00,1.093,0.541,0.938,11.191
2026-02-25T14:45:00+00:00,1.127,0.54,0.976,11.21
2026-02-25T14:50:00+00:00,1.039,0.529,0.88,11.23
2026-02-25T14:55:00+00:00,1.012,0.523,0.852,11.244
2026-02-25T15:00:00+00:00,1.016,0.512,0.858,11.196
2026-02-25T15:05:00+00:00,0.964,0.502,0.801,11.183
2026-02-25T15:10:00+00:00,1.022,0.509,0.867,11.177
2026-02-25T15:15:00+00:00,0.976,0.508,0.815,11.171
2026-02-25T15:20:00+00:00,0.973,0.535,0.796,11.166
2026-02-25T15:25:00+00:00,0.977,0.53,0.81,11.16
2026-02-25T15:30:00+00:00,0.997,0.521,0.838,11.154
2026-02-25T15:35:00+00:00,0.963,0.518,0.797,11.149
2026-02-25T15:40:00+00:00,1.022,0.535,0.858,11.143
2026-02-25T15:45:00+00:00,1.018,0.543,0.852,11.137
2026-02-25T15:50:00+00:00,0.995,0.533,0.83,11.131
2026-02-25T15:55:00+00:00,1.186,0.554,1.041,11.132
2026-02-25T16:00:00+00:00,1.238,0.562,1.091,11.198
2026-02-25T16:05:00+00:00,1.237,0.558,1.088,11.172
2026-02-25T16:10:00+00:00,1.213,0.544,1.07,11.147
2026-02-25T16:15:00+00:00,1.217,0.553,1.073,11.138
2026-02-25T16:20:00+00:00,1.149,0.555,0.989,11.13
2026-02-25T16:25:00+00:00,1.169,0.541,1.023,11.121
2026-02-25T16:30:00+00:00,1.117,0.518,0.972,11.113
2026-02-25T16:35:00+00:00,1.128,0.524,0.979,11.105
2026-02-25T16:40:00+00:00,1.124,0.549,0.961,11.096
2026-02-25T16:45:00+00:00,1.069,0.539,0.901,11.141
2026-02-25T16:50:00+00:00,1.077,0.553,0.903,11.127
2026-02-25T16:55:00+00:00,1.061,0.547,0.886,11.102
2026-02-25T17:00:00+00:00,1.046,0.544,0.881,11.1
2026-02-25T17:05:00+00:00,1.022,0.537,0.853,11.112
2026-02-25T17:10:00+00:00,1.064,0.527,0.904,11.125
2026-02-25T17:15:00+00:00,1.042,0.522,0.887,11.138
2026-02-25T17:20:00+00:00,1.072,0.534,0.916,11.15
2026-02-25T17:25:00+00:00,0.995,0.534,0.823,11.163
2026-02-25T17:30:00+00:00,0.977,0.532,0.795,11.175
2026-02-25T17:35:00+00:00,0.964,0.531,0.775,11.188
2026-02-25T17:40:00+00:00,0.881,0.493,0.7,11.239
2026-02-25T17:45:00+00:00,0.857,0.492,0.67,11.314
2026-02-25T17:50:00+00:00,0.892,0.533,0.688,11.307
2026-02-25T17:55:00+00:00,0.867,0.523,0.665,11.299
2026-02-25T18:00:00+00:00,0.903,0.536,0.704,11.291
2026-02-25T18:05:00+00:00,0.866,0.551,0.639,11.283
2026-02-25T18:10:00+00:00,0.845,0.554,0.61,11.275
2026-02-25T18:15:00+00:00,0.858,0.579,0.602,11.267
2026-02-25T18:20:00+00:00,0.837,0.583,0.568,11.259
2026-02-25T18:25:00+00:00,0.89,0.583,0.646,11.252
2026-02-25T18:30:00+00:00,0.892,0.578,0.66,11.244
2026-02-25T18:35:00+00:00,0.913,0.576,0.687,11.236
2026-02-25T18:40:00+00:00,0.964,0.591,0.735,11.225
2026-02-25T18:45:00+00:00,0.98,0.582,0.762,11.205
2026-02-25T18:50:00+00:00,1.023,0.587,0.82,11.184
2026-02-25T18:55:00+00:00,1.043,0.57,0.86,11.175
2026-02-25T19:00:00+00:00,1.046,0.587,0.849,11.212
2026-02-25T19:05:00+00:00,1.026,0.558,0.842,11.168
2026-02-25T19:10:00+00:00,1.067,0.556,0.896,11.156
2026-02-25T19:15:00+00:00,1.084,0.564,0.903,11.149
2026-02-25T19:20:00+00:00,1.109,0.568,0.937,11.141
2026-02-25T19:25:00+00:00,1.079,0.577,0.893,11.134
2026-02-25T19:30:00+00:00,1.021,0.572,0.828,11.127
2026-02-25T19:35:00+00:00,1.042,0.583,0.844,11.12
2026-02-25T19:40:00+00:00,1.07,0.583,0.88,11.112
2026-02-25T19:45:00+00:00,1.123,0.582,0.945,11.105
2026-02-25T19:50:00+00:00,1.134,0.568,0.964,11.145
2026-02-25T19:55:00+00:00,1.075,0.542,0.915,11.188
2026-02-25T20:00:00+00:00,1.101,0.555,0.935,11.204
2026-02-25T20:05:00+00:00,1.138,0.546,0.98,11.22
2026-02-25T20:10:00+00:00,1.233,0.553,1.09,11.236
2026-02-25T20:15:00+00:00,1.262,0.544,1.124,11.247
2026-02-25T20:20:00+00:00,1.249,0.545,1.115,11.257
2026-02-25T20:25:00+00:00,1.229,0.545,1.091,11.268
2026-02-25T20:30:00+00:00,1.226,0.559,1.077,11.278
2026-02-25T20:35:00+00:00,1.194,0.555,1.044,11.288
2026-02-25T20:40:00+00:00,1.267,0.555,1.126,11.298
2026-02-25T20:45:00+00:00,1.252,0.547,1.109,11.276
2026-02-25T20:50:00+00:00,1.281,0.56,1.138,11.24
2026-02-25T20:55:00+00:00,1.343,0.568,1.199,11.161
2026-02-25T21:00:00+00:00,1.376,0.578,1.23,11.158
2026-02-25T21:05:00+00:00,1.292,0.563,1.146,11.181
2026-02-25T21:10:00+00:00,1.375,0.579,1.231,11.207
2026-02-25T21:15:00+00:00,1.392,0.574,1.255,11.173
2026-02-25T21:20:00+00:00,1.415,0.581,1.276,11.134
2026-02-25T21:25:00+00:00,1.438,0.579,1.307,11.142
2026-02-25T21:30:00+00:00,1.407,0.58,1.261,11.228
2026-02-25T21:35:00+00:00,1.465,0.579,1.332,11.258
2026-02-25T21:40:00+00:00,1.488,0.567,1.363,11.269
2026-02-25T21:45:00+00:00,1.494,0.566,1.372,11.248
2026-02-25T21:50:00+00:00,1.464,0.566,1.33,11.225
2026-02-25T21:55:00+00:00,1.536,0.575,1.408,11.221
2026-02-25T22:00:00+00:00,1.555,0.577,1.429,11.239
2026-02-25T22:05:00+00:00,1.533,0.577,1.41,11.256
2026-02-25T22:10:00+00:00,1.605,0.59,1.478,11.274
2026-02-25T22:15:00+00:00,1.634,0.581,1.516,11.293
2026-02-25T22:20:00+00:00,1.631,0.578,1.518,11.313
2026-02-25T22:25:00+00:00,1.609,0.574,1.497,11.308
2026-02-25T22:30:00+00:00,1.648,0.589,1.526,11.264
2026-02-25T22:35:00+00:00,1.69,0.567,1.582,11.28
2026-02-25T22:40:00+00:00,1.682,0.582,1.569,11.297
2026-02-25T22:45:00+00:00,1.701,0.593,1.587,11.311
2026-02-25T22:50:00+00:00,1.725,0.592,1.607,11.273
2026-02-25T22:55:00+00:00,1.713,0.586,1.602,11.264
2026-02-25T23:00:00+00:00,1.74,0.599,1.626,11.278
2026-02-25T23:05:00+00:00,1.772,0.586,1.662,11.293
2026-02-25T23:10:00+00:00,1.757,0.589,1.646,11.306
2026-02-25T23:15:00+00:00,1.77,0.589,1.657,11.296
2026-02-25T23:20:00+00:00,1.804,0.584,1.695,11.281
2026-02-25T23:25:00+00:00,1.833,0.585,1.72,11.265
2026-02-25T23:30:00+00:00,1.861,0.589,1.75,11.249
2026-02-25T23:35:00+00:00,1.878,0.599,1.764,11.233
2026-02-25T23:40:00+00:00,1.862,0.592,1.75,11.217
2026-02-25T23:45:00+00:00,1.901,0.596,1.798,11.202
2026-02-25T23:50:00+00:00,1.915,0.598,1.804,11.187
2026-02-25T23:55:00+00:00,1.894,0.589,1.793,11.173
2026-02-26T00:00:00+00:00,1.923,0.603,1.821,11.16
2026-02-26T00:05:00+00:00,1.886,0.603,1.779,11.146
2026-02-26T00:10:00+00:00,1.874,0.597,1.764,11.12
2026-02-26T00:15:00+00:00,1.882,0.592,1.779,11.151
2026-02-26T00:20:00+00:00,1.886,0.603,1.777,11.246
2026-02-26T00:25:00+00:00,1.874,0.601,1.768,11.275
2026-02-26T00:30:00+00:00,1.856,0.592,1.75,11.258
2026-02-26T00:35:00+00:00,1.786,0.578,1.675,11.214
2026-02-26T00:40:00+00:00,1.767,0.582,1.658,11.204
2026-02-26T00:45:00+00:00,1.769,0.597,1.65,11.105
2026-02-26T00:50:00+00:00,1.772,0.605,1.654,11.1
2026-02-26T00:55:00+00:00,1.79,0.599,1.676,11.124
2026-02-26T01:00:00+00:00,1.811,0.602,1.698,11.143
2026-02-26T01:05:00+00:00,1.813,0.608,1.693,11.127
2026-02-26T01:10:00+00:00,1.763,0.598,1.643,11.106
2026-02-26T01:15:00+00:00,1.784,0.583,1.674,11.095
2026-02-26T01:20:00+00:00,1.818,0.585,1.711,11.14
2026-02-26T01:25:00+00:00,1.833,0.592,1.726,11.161
2026-02-26T01:30:00+00:00,1.855,0.592,1.751,11.178
2026-02-26T01:35:00+00:00,1.819,0.594,1.715,11.191
2026-02-26T01:40:00+00:00,1.808,0.586,1.701,11.169
2026-02-26T01:45:00+00:00,1.816,0.586,1.712,11.141
2026-02-26T01:50:00+00:00,1.837,0.579,1.731,11.121
2026-02-26T01:55:00+00:00,1.821,0.581,1.714,11.105
2026-02-26T02:00:00+00:00,1.838,0.583,1.731,11.089
2026-02-26T02:05:00+00:00,1.841,0.574,1.736,11.084
2026-02-26T02:10:00+00:00,1.793,0.563,1.697,11.221
2026-02-26T02:15:00+00:00,1.808,0.573,1.712,11.238
2026-02-26T02:20:00+00:00,1.809,0.572,1.711,11.255
2026-02-26T02:25:00+00:00,1.797,0.569,1.698,11.272
2026-02-26T02:30:00+00:00,1.76,0.569,1.652,11.28
2026-02-26T02:35:00+00:00,1.821,0.563,1.713,11.284
2026-02-26T02:40:00+00:00,1.821,0.574,1.712,11.288
2026-02-26T02:45:00+00:00,1.804,0.569,1.698,11.292
2026-02-26T02:50:00+00:00,1.823,0.568,1.72,11.296
2026-02-26T02:55:00+00:00,1.849,0.568,1.749,11.3
2026-02-26T03:00:00+00:00,1.82,0.574,1.723,11.304
2026-02-26T03:05:00+00:00,1.784,0.563,1.69,11.308
2026-02-26T03:10:00+00:00,1.817,0.556,1.723,11.312
2026-02-26T03:15:00+00:00,1.842,0.57,1.744,11.316
2026-02-26T03:20:00+00:00,1.894,0.586,1.794,11.32
2026-02-26T03:25:00+00:00,1.895,0.585,1.794,11.324
2026-02-26T03:30:00+00:00,1.916,0.585,1.816,11.328
2026-02-26T03:35:00+00:00,1.934,0.58,1.839,11.332
2026-02-26T03:40:00+00:00,1.941,0.575,1.841,11.301
2026-02-26T03:45:00+00:00,1.941,0.576,1.845,11.234
2026-02-26T03:50:00+00:00,1.969,0.591,1.868,11.199
2026-02-26T03:55:00+00:00,1.979,0.59,1.874,11.172
2026-02-26T04:00:00+00:00,1.972,0.595,1.869,11.146
2026-02-26T04:05:00+00:00,1.987,0.588,1.879,11.123
2026-02-26T04:10:00+00:00,1.992,0.583,1.888,11.101
2026-02-26T04:15:00+00:00,1.93,0.573,1.834,11.128
2026-02-26T04:20:00+00:00,1.96,0.58,1.863,11.182
2026-02-26T04:25:00+00:00,1.972,0.57,1.876,11.23
2026-02-26T04:30:00+00:00,1.977,0.577,1.889,11.265
2026-02-26T04:35:00+00:00,1.987,0.566,1.893,11.282
2026-02-26T04:40:00+00:00,1.96,0.564,1.863,11.275
2026-02-26T04:45:00+00:00,1.929,0.575,1.834,11.267
2026-02-26T04:50:00+00:00,1.952,0.591,1.853,11.26
2026-02-26T04:55:00+00:00,1.963,0.598,1.865,11.252
2026-02-26T05:00:00+00:00,1.931,0.587,1.832,11.245
2026-02-26T05:05:00+00:00,1.941,0.592,1.834,11.237
2026-02-26T05:10:00+00:00,1.946,0.599,1.836,11.232
2026-02-26T05:15:00+00:00,1.938,0.605,1.833,11.245
2026-02-26T05:20:00+00:00,1.894,0.583,1.795,11.261
2026-02-26T05:25:00+00:00,1.871,0.59,1.761,11.277
2026-02-26T05:30:00+00:00,1.869,0.589,1.758,11.29
2026-02-26T05:35:00+00:00,1.868,0.57,1.766,11.281
2026-02-26T05:40:00+00:00,1.883,0.557,1.784,11.269
2026-02-26T05:45:00+00:00,1.872,0.581,1.765,11.256
2026-02-26T05:50:00+00:00,1.875,0.575,1.768,11.244
2026-02-26T05:55:00+00:00,1.884,0.575,1.779,11.23
2026-02-26T06:00:00+00:00,1.867,0.57,1.763,11.198
2026-02-26T06:05:00+00:00,1.847,0.552,1.75,11.197
2026-02-26T06:10:00+00:00,1.775,0.557,1.677,11.279
2026-02-26T06:15:00+00:00,1.745,0.56,1.64,11.307
2026-02-26T06:20:00+00:00,1.689,0.558,1.583,11.302
2026-02-26T06:25:00+00:00,1.722,0.566,1.612,11.207
2026-02-26T06:30:00+00:00,1.712,0.57,1.603,11.167
2026-02-26T06:35:00+00:00,1.701,0.544,1.602,11.16
2026-02-26T06:40:00+00:00,1.627,0.537,1.523,11.223
2026-02-26T06:45:00+00:00,1.564,0.544,1.459,11.253
2026-02-26T06:50:00+00:00,1.592,0.551,1.485,11.237
2026-02-26T06:55:00+00:00,1.582,0.54,1.475,11.178
2026-02-26T07:00:00+00:00,1.558,0.531,1.452,11.119
2026-02-26T07:05:00+00:00,1.465,0.528,1.348,11.135
2026-02-26T07:10:00+00:00,1.426,0.519,1.317,11.158
2026-02-26T07:15:00+00:00,1.415,0.519,1.304,11.181
2026-02-26T07:20:00+00:00,1.48,0.524,1.369,11.204
2026-02-26T07:25:00+00:00,1.434,0.52,1.32,11.232
2026-02-26T07:30:00+00:00,1.356,0.516,1.239,11.301
2026-02-26T07:35:00+00:00,1.3,0.505,1.177,11.288
2026-02-26T07:40:00+00:00,1.277,0.49,1.16,11.261
2026-02-26T07:45:00+00:00,1.29,0.49,1.177,11.264
2026-02-26T07:50:00+00:00,1.361,0.496,1.248,11.277
2026-02-26T07:55:00+00:00,1.296,0.494,1.187,11.29
2026-02-26T08:00:00+00:00,1.263,0.491,1.149,11.302
2026-02-26T08:05:00+00:00,1.257,0.48,1.145,11.309
2026-02-26T08:10:00+00:00,1.28,0.452,1.184,11.283
2026-02-26T08:15:00+00:00,1.202,0.453,1.097,11.298
2026-02-26T08:20:00+00:00,1.237,0.459,1.137,11.289
2026-02-26T08:25:00+00:00,1.3,0.469,1.2,11.203
2026-02-26T08:30:00+00:00,1.328,0.479,1.223,11.149
2026-02-26T08:35:00+00:00,1.315,0.445,1.224,11.175
2026-02-26T08:40:00+00:00,1.302,0.456,1.204,11.203
2026-02-26T08:45:00+00:00,1.335,0.454,1.242,11.294
2026-02-26T08:50:00+00:00,1.405,0.451,1.321,11.321
2026-02-26T08:55:00+00:00,1.379,0.45,1.294,11.265
2026-02-26T09:00:00+00:00,1.425,0.458,1.336,11.152
2026-02-26T09:05:00+00:00,1.432,0.468,1.342,11.124
2026-02-26T09:10:00+00:00,1.402,0.471,1.311,11.131
2026-02-26T09:15:00+00:00,1.415,0.47,1.326,11.149
2026-02-26T09:20:00+00:00,1.383,0.462,1.293,11.166
2026-02-26T09:25:00+00:00,1.33,0.45,1.237,11.186
2026-02-26T09:30:00+00:00,1.363,0.448,1.274,11.216
2026-02-26T09:35:00+00:00,1.406,0.471,1.314,11.202
2026-02-26T09:40:00+00:00,1.391,0.46,1.299,11.281
2026-02-26T09:45:00+00:00,1.409,0.477,1.309,11.289
2026-02-26T09:50:00+00:00,1.463,0.483,1.371,11.296
2026-02-26T09:55:00+00:00,1.426,0.484,1.331,11.303
2026-02-26T10:00:00+00:00,1.388,0.478,1.295,11.31
2026-02-26T10:05:00+00:00,1.404,0.47,1.313,11.318
2026-02-26T10:10:00+00:00,1.4,0.452,1.316,11.325
2026-02-26T10:15:00+00:00,1.434,0.446,1.35,11.331
2026-02-26T10:20:00+00:00,1.489,0.46,1.403,11.309
2026-02-26T10:25:00+00:00,1.537,0.47,1.451,11.28
2026-02-26T10:30:00+00:00,1.529,0.469,1.45,11.309
2026-02-26T10:35:00+00:00,1.488,0.456,1.404,11.305
2026-02-26T10:40:00+00:00,1.457,0.453,1.374,11.275
2026-02-26T10:45:00+00:00,1.53,0.459,1.453,11.287
2026-02-26T10:50:00+00:00,1.66,0.467,1.584,11.299
2026-02-26T10:55:00+00:00,1.549,0.451,1.475,11.311
2026-02-26T11:00:00+00:00,1.448,0.431,1.373,11.322
2026-02-26T11:05:00+00:00,1.43,0.433,1.348,11.315
2026-02-26T11:10:00+00:00,1.47,0.401,1.404,11.3
